faculty,citation,title,type,abstract,book,journal,date,collabs,publisher,edition,series,volume,issue,chapter,pages,issn,isbn,handle,url
Chris Bolsmann ||Soccer, South Africa and celebrity status: Mark Fish, popular culture and the post‐apartheid state||The rise of celebrity culture is a theme that has attracted a significant amount of attention within both mainstream sociology and cultural studies in more recent times. Ensuing debate has identified contemporary sports figures as an important facet of the celebrity‐media nexus and as possible signifiers of cultural change. In this paper we take one particular sports celebrity, South African soccer star Mark Fish, and evaluate his image in relation to debates surrounding sport, politics and the post‐apartheid state. We argue that because Fish appears to enjoy all the benefits of celebrity status (within his home country at least), an analysis of his career and identity provide a useful means by which to think about the changing political and nationalistic values within South African society. ||Soccer & Society|2007/1/1|Chris Bolsmann, Andrew Parker|Routledge|||8|1||109-124||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||White football in South Africa: Empire, apartheid and change, 1892–1977||This essay traces the development, domination and decline of white football in South Africa. It suggests that white football was more significant and popular than generally acknowledged and was at the forefront of globalizing football in the early twentieth century. In order to better understand the broader history of twentieth‐century South African football, a more detailed examination of the organized white game at the national and international levels is necessary. This historical analysis of elite white football draws from the archives of the Football Association of South Africa. The analysis underscores the important role of white football authorities in the contestation of power and identity in the game in South Africa and abroad. In the first period under consideration (1892–1940s), local football authorities challenged the dominant sports within South Africa. This period was followed in the 1950s by the challenges of … ||Soccer & Society|2010/1/1|Chris Bolsmann|Routledge|||11|1-2||29-45||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Africa's World Cup: critical reflections on play, patriotism, spectatorship, and space||Africa’s World Cup: Critical Reflections on Play, Patriotism, Spectatorship, and Spacefocuses on a remarkable month in the modern history of Africa and in the global history of football. Peter Alegi and Chris Bolsmann are well-known experts on South African football, and they have assembled an impressive team of local and international journalists, academics, and football experts to reflect on the 2010 World Cup and its broader significance, its meanings, complexities, and contradictions. The World Cup’s sounds, sights, and aesthetics are explored, along with questions of patriotism, nationalism, and spectatorship in Africa and around the world. Experts on urban design and communities write on how the presence of the World Cup worked to refashion urban spaces and negotiate the local struggles in the hosting cities. The volume is richly illustrated by authors’ photographs, and the essays in this volume feature chronicles of match day experiences; travelogues; ethnographies of fan cultures; analyses of print, broadcast, and electronic media coverage of the tournament; reflections on the World Cup’s private and public spaces; football exhibits in South African museums; and critiques of the World Cup’s processes of inclusion and exclusion, as well as its political and economic legacies. The volume concludes with a forum on the World Cup, including Thabo Dladla, Director of Soccer at the University of KwaZulu-Natal, Mohlomi Kekeletso Maubane, a well-known Soweto-based writer and a soccer researcher, and Rodney Reiners, former professional footballer and current chief soccer writer for the Cape Argus newspaper in Cape Town. This … |||2013/5/16|Peter Alegi, Chris Bolsmann|University of Michigan Press||||||||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Representation in the first African World Cup:‘world-class’, Pan-Africanism, and exclusion||This paper explores the representation of the first African World Cup in the British and South African press. Drawing on the output of a variety of media outlets between 2004, when South Africa was awarded the right to host the 2010 event, and the culmination of the tournament in July 2010, this paper contends that a range of representations of Africa have been put forward by the British and South African media. These can be interpreted as alarmist, sensationalist and even racist in certain extreme instances, and hypernationalist and overly defensive in other cases. ||Soccer & Society|2012/3/1|Chris Bolsmann|Routledge|||13|2||156-172||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||The 1899 Orange Free State football team tour of Europe:‘Race’, imperial loyalty and sporting contest||In September 1899 an association football team from Bloemfontein in the Orange Free State, South Africa, arrived in the United Kingdom. The team comprised 16 black South Africans who played under the auspices of the whites-only Orange Free State Football Association and was the first ever South African football team to tour abroad. In a four-month tour the team played 49 matches against opposition in England, France, Ireland, Scotland and Wales. A small but growing body of work focuses on black sport and football in particular and the 1899 tour is referred to in passing in a few publications, although none have attempted to uncover details of the team or the matches that were played in Europe. This article attempts to do this by drawing on a range of sources in South Africa and the United Kingdom and argues the case for the significance of this team for football history in general and South African sports … ||The International Journal of the History of Sport|2011/1/1|Chris Bolsmann|Routledge|||28|1||81-97||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Pre-empting the challenges of transformation and marketisation of higher education: a case study of the Rand Afrikaans University||With the advent of the marketisation of higher education and the change to a democratic dispensation, South African universities find themselves facing budgetary constraints that need to be reconciled with the transformation of previous bastions of elitism into institutions accommodating and representing all South Africans. The Rand Afrikaans University (RAU) was founded in 1967 to provide Christian National education for white working-class Afrikaans-speaking students and its first vice-chancellor was a leading member of the Broederbond. Although this ethos tended to dominate university policy and practices until fairly recently, the university has at the same time been involved in innovations with regard to teaching since its inception. This paper focuses on recent changes that have taken place at RAU. It analyses the role of marketisation in facilitating changes in the student composition and forms of delivery in … ||Society in Transition|2001/7/1|Chris Bolsmann, Tina Uys|Taylor & Francis Group|||32|2||173-185||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||South Africa and the global game: Introduction||On 10 May 1994, the festivities for Nelson Mandela’s presidential inauguration included a soccer match between South Africa and Zambia at Ellis Park in Johannesburg. At halftime, Mandela’s helicopter landed on the pitch. As the president stepped out onto the grass, the huge crowd erupted in a thunderous roar. When play resumed, the South Africans seemed electrified and went on to win the match 2-1. On 15 May 2004 in Zurich, Switzerland, Mandela wept with joy when the Fédération Internationale de Football Association (FIFA) awarded South Africa the right to host the 2010 World Cup. South Africans celebrated in the streets as if they had not simply won hosting rights, but the World Cup itself!‘To some extent this outburst of euphoria surpassed 1994’, commented Ahmed Kathrada, the former political prisoner incarcerated with Mandela for 26 years;‘The scenes of jubilation, the spontaneous outpouring of … ||Soccer & Society|2010/1/1|Peter Alegi, Chris Bolsmann|Routledge|||11|1-2||1-11||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Mexico 1968 and South Africa 2010: development, leadership and legacies||In this essay we compare the rationales for hosting the 1968 Olympic Games in Mexico City with the FIFA World Cup 2010 to be held in South Africa. We draw on in-depth interviews, archival materials and a range of press coverage. We argue that three broad overlapping themes are apparent in both case studies. These are the developmental rhetoric both hosts employ in the justification of holding the events in their respective countries. Mexico and South Africa convey a leadership role that stretches across the South American and African continent respectively. Finally, both countries argue that the legacy the respective tournament leaves is important. ||Sport in Society|2009/12/1|Chris Bolsmann, Keith Brewster|Taylor & Francis Group|||12|10||1284-1298||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||South African football tours at the turn of the twentieth century: Amateurs, pioneers and profits||Academic and popular studies of South African sport generally reveal a bias towards cricket and rugby and this perpetuates the myth that these games are the most popular in South Africa. This in turn is often viewed through the lens of ‘race’ in which the simplifications of sport along racial lines occur. This paper argues that football was more important in South Africa among all South Africans in the late 19th and early 20th century than has been previously acknowledged. It reveals that not only was the game important and popular in South Africa but its teams and administrators played a significant role in globalising the game during this period. Tours to and from South Africa were important politically, financially and for sporting reasons. Five ground breaking football tours took place during a ten year period and these serve as the basis of discussion in this paper. ||African Historical Review|2010/6/1|Chris Bolsmann|Taylor & Francis Group|||42|1||91-112||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||From Apartheid to unity: White capital and black power in the racial integration of South African football, 1976–1992||This article analyses the complex process that deracialised and democratised South African football between the early 1970s and 1990s. Based mainly on archival documents, it argues that growing isolation from world sport, exemplified by South Africa's expulsion from the Olympic movement in 1970 and FIFA in 1976, and the reinvigoration of the liberation struggle with the Soweto youth uprising triggered a process of gradual desegregation in the South African professional game. While Pretoria viewed such changes as a potential bulwark against rising black militancy, white football and big business had their own reasons for eventually supporting racial integration, as seen in the founding of the National Soccer League. As negotiations for a new democratic South Africa began in earnest between the African National Congress (ANC) and the National Party (NP) in the latter half of the 1980s, transformations … ||African Historical Review|2010/6/1|Peter Alegi, Chris Bolsmann|Taylor & Francis Group|||42|1||1-18||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Improving colorectal cancer screening: a partnership between primary care practices and the American Cancer Society||Background. The American Cancer Society (ACS) is interested in facilitating colorectal cancer screening (CRCS) in primary care. Methods. Similar clinics were assigned randomly to 1 of 3 CRCS arms: (1) usual care, (2) exam-room posters designed by the ACS; and (3) posters plus patient reminder calls from an ACS volunteer. Results. Compared to patients due for screening in Arm 1, the odds ratio for getting CRCS in Arm 2 was 1.04 (95% confidence interval [CI], 0.81–1.34), P value not significant; in Arm 3, it was 1.49 (95% CI, 1.16–1.90), P value < .001. Conclusions. Exam-room posters plus patient reminder calls from the ACS can increase CRCS in primary care. ||Journal of Cancer Education|2009/3/1|Michael B Potter, Yaser Namvargolian, Jimmy Hwang, Judith ME Walsh|Springer-Verlag|||24|1||22||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Professional Football in Apartheid South Africa: Leisure, Consumption and Identity in the National Football League, 1959–1977||A growing body of academic and popular literature considers the history of South African football. These and existing publications pay little or no attention to the emergence of white professional football in apartheid South Africa. The National Football League (NFL) challenged the amateur game and introduced professional football to the country. During its 17-year existence, the NFL grew each season with large attendances until its demise in 1977. In addition, the NFL imported a range of international players, invited foreign teams and actively engaged in the political debates in South African sport at the time. The NFL was instrumental in popularising the game across the country for all South Africans. The NFL became the most popular sports entertainment of choice for South Africans during this period. Finally, the NFL actively engaged in a campaign of destroying rival non-racial anti-apartheid leagues while … ||The International Journal of the History of Sport|2013/10/1|Chris Bolsmann|Routledge|||30|16||1947-1961||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Mexico 1968 and South Africa 2010: Sombreros and Vuvuzelas and the Legitimisation of Global Sporting Events||I aim to demonstrate in this chapter the utility of comparing Mexico’s experience in 1968 with that of South Africa’s hosting of the 2010 Fédération Internationale de Football Association (FIFA) World Cup and its precursor, the FIFA Confederations Cup staged in 2009. In large measure, South Africa’s preparations for hosting the 2010 World Cup presented similar hurdles to those confronted by Mexico 40 years earlier. What I believe this comparative approach reveals is that the two countries not only shared common experiences as a result of having to stage mega-sports-events, but that their experiences show similarities explicitly because they were viewed as somehow falling short of expectations set by the ‘Western world’. Additionally, as we shall see, the rare opportunity afforded the two states in hosting these events fostered a fundamental debate within each country concerning projection of itself and its role in the … ||Bulletin of Latin American Research|2010/3|Chris Bolsmann|Blackwell Publishing Ltd|||29|||93-106||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Trade-union internationalism and solidarity in the struggle against apartheid: A Case Study of Volkswagen||By the 1970s, the struggle against apartheid had intensified within South Africa and abroad. Eddie Webster has argued that this struggle ‘became the moral equivalent of the Spanish civil war… with democrats, liberals, communists and concerned Christians united in common abhorrence of white domination’. 1 This article focuses on the trade-union internationalism and solidarity that emerged between South African and German trade-unionists in the fight against apartheid in a major German trans-national corporation (TNC). The relationships that developed in terms of the overlapping and convergence of economic, political and institutional interests that inform actions are studied. 2 Two distinct phases are identified. First, the emergence in the latter part of the 1970s of direct shop-floor and official links between South African and German trade-unionists, informed by the economic and institutional interests of the … ||Historical Studies in Industrial Relations|2007/4/1|Chris Bolsmann|Liverpool University Press||||23-24||103-124||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Globalisation, the market university and support service outsourcing in South Africa: Class struggle, convergence and difference, 1994–2001||‘Globalisation’ is all too often understood as a monolithic process that produces broadly similar outcomes in a wide range of settings. This examination of the impact of globalisation on the restructuring of public sector universities in South Africa in the 1990s demonstrates that the picture is far more complex. Over the last thirty years, globalisation has been intertwined with neoliberal capitalist economic and ideological restructuring. This is refracted, in the first instance, through State policy, and, in the second, through specific local sites of power relations and class struggles that are, in turn, structured by the resources and responses of different actors. While the neoliberal component of globalisation has played a decisive role in shaping State higher education policy in South Africa, the actual implementation of the model of the market-orientated university receiving minimal support from a deficit conscious State has … ||Society in Transition|2003/7/1|Lucien van der Walt, Chris Bolsmann, Bernadette Johnson, Lindsey Martin|Taylor & Francis Group|||34|2||272-294||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Contesting labor internationalism: The “old” trapped in the “new” in Volkswagen’s South African plant||During the 1970s and 1980s, close linkages were established between unionists in Volkswagen’s Uitenhage plant in South Africa and Wolfsburg in Germany. The ensuing relationship resulted in trade union internationalism and solidarity with South African workers in their struggle against apartheid. After the insertion of the South African plant into the global production networks of the company, a range of new pressures and challenges confronted the union in South Africa. This resulted in the mass dismissal in 2000. In an attempt to garner international support and solidarity, the dismissed workers tapped into existing structures with no success, illustrating the reconfiguration of trade union internationalism away from worker interests to those of the unions and company. ||Labor Studies Journal|2010/12|Chris Bolsmann|SAGE Publications|||35|4||520-539||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||International student recruitment: South African rationales||In this paper, we focus on the rationales for the recruitment of international students to universities in South Africa. Through the use of in-depth interviews with international officers at a cross-section of South African universities, we argue that there are competing and complementary rationales for the recruitment of international students. Some South African universities follow international trends in terms of international student recruitment while others adopt a different approach. The analysis locates the rationales of international student recruitment as part of an internationalisation process within the context of globalisation. ||Journal of Higher Education in Africa/Revue de l'enseignement supérieur en Afrique|2008|Chris Bolsmann, Henry Miller|CODESRIA|||6|2-3||211-231||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Dominions Apart: Scandal and Sporting Mismatch in Australian–South African Association Football Encounters, 1947–1955||South Africa, Australia and New Zealand participated in numerous sporting contests prior to World War Two. These encounters were primarily on cricket pitches and rugby fields. After nearly four decades of negotiations the first Association football matches were played between the three countries in 1947. The first tour of South Africa to Australia and New Zealand was plagued by scandals on and off the pitch, but despite this Australia returned the favour and toured South Africa three years later. Another five years would pass before South African returned to Australia, by which time it was clear that a large gulf had emerged between the two nations in terms of sporting ability and organisational efficiency. This article focuses on the three tours of 1947, 1950 and 1955, dissecting each as they occurred against a backdrop of scandal, organisational inefficiency and sporting mismatch. ||The International Journal of the History of Sport|2012/3/1|Chris Bolsmann, Nick Guoth|Routledge|||29|3||472-491||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Globalisation and the Outsourced University in South Africa: The restructuring of the support services in public sector universities in South Africa, 1994-2001'||South Africa, Australia and New Zealand participated in numerous sporting contests prior to World War Two. These encounters were primarily on cricket pitches and rugby fields. After nearly four decades of negotiations the first Association football matches were played between the three countries in 1947. The first tour of South Africa to Australia and New Zealand was plagued by scandals on and off the pitch, but despite this Australia returned the favour and toured South Africa three years later. Another five years would pass before South African returned to Australia, by which time it was clear that a large gulf had emerged between the two nations in terms of sporting ability and organisational efficiency. This article focuses on the three tours of 1947, 1950 and 1955, dissecting each as they occurred against a backdrop of scandal, organisational inefficiency and sporting mismatch. ||Chet Report|2002|L Van der Walt, C Bolsmann, B Johnson, L Martin|||||||||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||“Why Play Cricket…?”: A Preliminary Analysis of Participation by Young Males||For almost a decade there has been considerable debate and discussion about the roles and relative importance of school-based and club-based cricket in the development of elite young male cricketers;4 and state schools have often been accused of failing to provide Britain's youth with an adequate introduction to the fundamentals of the game.5 The recent Political intervention into debates about the place of team games in the schooling of young people has further fanned the flames, and in spite of the success of the England women's team, cricket is now, once again, in the spotlight. Indeed, so much so, that cricket has been identified by the Sports Council as a ‘focus sport’.6 |||1995/5/1|Martin Toms, Scott Fleming|Taylor & Francis Group|||15|1||89-106||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||‘Here Come “Chelsea” of Sweden’: Djurgården Football Club on Tour in Apartheid South Africa||In this article we argue that while apartheid, boycotts and South African sport have received significant coverage and focus, this has primarily been restricted to Britain and former white colonies of the Commonwealth such as Australia and New Zealand. In addition, sports such as cricket and rugby receive most attention. We argue that it is useful to consider other countries and sports engaged in apartheid South Africa. We consider Swedish engagement with apartheid South Africa and focus the case study of our analysis on the tour by champions Djurgården to the country in 1955. The tourists received favourable and widespread support in South Africa and Sweden. Yet towards the end of the tour sections of the Swedish press asked critical and probing questions of the club's tour to South Africa. We contend that the tour can be viewed as naïve and apolitical and in a similar vein to the organization of Swedish sports … ||Sport in History|2013/9/1|Hans Bolling, Chris Bolsmann|Routledge|||33|3||353-372||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||The Outsourced University||The “transformation” of the public sector universities in post-apartheid South Africa remains at the centre of government’s political commitments, policy formation processes, and public debate. 1 Yet one aspect of university restructuring has received surprisingly little attention: the trend towards the outsourcing of support service functions in the 1990s. Although the conflicts arising from this process caught the public eye on a number of occasions, most notably the controversy surrounding the restructuring of the support services at the University of the Witwatersrand in 2000, there has been no thorough study of the rise and effects of support service outsourcing in South Africa. The few studies that exist tend to be brief, sometimes journalistic, and generally confined to an examination of a single institution. By comparison, issues such as curriculum restructuring, university governance,“marketisation” and the proposed mergers and disestablishment of a number of institutions have been the subject of a great deal of public analysis, not to mention political conflict. 2 This paper provides an overview of the process of support service outsourcing across the public sector universities, and examines the effects of this process on workers and their trade unions. Our focus is on the period 1994 to 2001. By support services, we refer, in particular, to those manual and menial campus occupations that do not contribute directly towards knowledge production but which are, nonetheless, essential to the functioning of the universities. These occupations include catering, cleaning, grounds and building maintenance, security services and transport. The paper situates this … |||1994|Lucien Van der Walt, C Bolsman, Bernadette Johnson, Lindsey Martin|A survey of the rise of support service outsourcing in public sector higher education in South African and its effects on workers and trade unions|||2001|||||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||Taking South African sport seriously||Twenty years on, the image of Nelson Mandela, wearing the number six jersey of the white Springbok captain, Francois Pienaar, remains a poignant moment in South African and global sport. The 1995 Rugby World Cup victory by the overwhelmingly all-white Springboks remains a powerful symbol in post-apartheid South Africa. Clint Eastwood’s (2009) Hollywood film, Invictus, based on John Carlin’s Playing the enemy: Nelson Mandela and the game that made a nation (2008), has dramatised the significance of Mandela wearing the jersey and the South African victory. The formerly exclusive symbol was seemingly appropriated and made socially inclusive and became part of the lexicon and rhetoric of nation building post-1994. For Ashwin Desai (2010: 1), rugby had become ‘the sport that would help to catalyse the building of a “rainbow nation” predicated on a common identity, a common sense of “South … |||2015/1/2|Chris Bolsmann, Cora Burnett|Routledge|||46|1||1-6||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
Chris Bolsmann ||A copa do mundo Fifa na África do Sul/2010–como foi a experiência e o que podemos aprender com ela?||In this essay, we intend to discuss some social logics not explicit that articulate the domain of the FIFA World Cup. Therefore, the 2010 edition of this event is used as analytical approach to reveal some of the rhetoric and strategic actions that permeated the context of its realization. Based on data obtained in the academic literature and media, we present that the motivations for the event were based on developmental discourses by both FIFA as well as local elites South African aiming to convince different social groups and conquer their support. However, the consequences are not necessarily those promised, and these institutions were the real benefciaries in their economic and political mutual interests. At this point, we argue that Brazilian society can and should learn from the experience of South Africa to assess critically the motives less apparent to host such events. Key-words: Mega-events. Football. FIFA World Cup. South Africa 2010. 728 E nsaios Wanderley Marchi Júnior et al. , Porto Alegre, v. 20, n. 2, p. 711-733, abr./jun. de 2014. El Mundial FIFA Sudáfrica 2010:¿ Cómo fue la experiencia y qué es posible aprender con ella? Resumen: En este ensayo se pretende discutir algunas lógicas sociales no explícitas que se articulan en el ámbito de la realización del Mundial de la FIFA. Por lo tanto, nos centramos como enfoque analítico la edición de 2010 de este evento, para revelar algunas de las retóricas y acciones estratégicas que impregnaran el contexto de su preparación en Sudáfrica. Con base en los datos obtenidos en la literatura académica y los medios de comunicación, se presenta como motivaciones para el evento se presentaban los discursos … ||Movimento|2014|Wanderley Marchi Júnior, Chris Bolsmann, Bárbara Schausteck de Almeida, Juliano de Souza|Escola de Educação Física|||20|2||||||https://scholar.google.com/citations?hl=en&user=cFKNjHMAAAAJ
