faculty,college,department,url
Jongeun Kim,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Diane Lewis-Goldstein,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Tracie Tung,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Shirley Warren,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Linda Bradley,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Angie Giordano,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Sean Jefferson,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Uma Krishnan,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Heather McCollum,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Scott Williams,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Hessam Ghamari,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Kristin King,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Rodica Kohn,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Annette Besnilian,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Nelida Duran,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Dena Herman-Mendes,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Elizabeth Sussman,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Setareh Torabian-Riasati,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Claudia Fajardo-Lira,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Rosalia Garcia-Torres,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Marine Boyadzhyan,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Pastor Herrera,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Erin Matthews-Maxwell,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Yali Yang,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Joyce Marie Brusasco,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Christa Dunlap,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Cheryl Etting,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Shelly Gray,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Terry Hatkoff,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Liza Keating,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Erin Matthews-Maxwell,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Roxane Berger,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Anu Thakur,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Amanda Blake,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Ava McKay,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Karmen Ovsepyan,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Roya Pouldar,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Jullie Ellis,Health & Human Development,Department of Family and Consumer Studies,https://www.csun.edu/health-human-development/family-consumer-sciences/faculty-staff
Rebekah Child,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Talin Bakalian,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Jon Christensen,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Laurie Gelardi,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Marianne Hattar-Pollara,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Samira Moughrabi,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Zarmine Naccashian,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Grace Castaneda,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Sterling Davis,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Gabriel Tiscareno,Health & Human Development,Department of Nursing,https://www.csun.edu/nursing/faculty-staff
Stan Conte,Health & Human Development,Department of Physical Therapy,https://www.csun.edu/health-human-development/physical-therapy/adjunct-faculty
Mu-Sheng Chang,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Inga Chira,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Hsin-Hui Chiu,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Vicentiu Covrig,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
James P. Dow,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
M. Monica Hussein (Her),College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Yanbo Jin,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
David T. Russell,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Jay S. Berger,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Donald Bleich,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Sol S. Buchalter,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
David D. Cary,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Chao Chen,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Michael F. Dunn,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Daniel L. McConaughy,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Mary Jean Scheuer,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Arthur Taitt,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Amy Feliciano,College of Business and Economics,Department of Finance,https://www.csun.edu/finance/faculty-directory
Bernardo Abrego,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Alexander Alekseenko,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Jorge Balbas,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Alberto Candel,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Maria Rita D'Orsogna,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Rabia Djellouli,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
John Dye,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Kellie Evans,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Silvia Fernandez,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Terry Fuller,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Werner Horn,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Daniel Katz,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Jason Lo,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Majid Mojirsheibani,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Vladislav Panferov,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Jacek Polewczak,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Jerry Rosen,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Mary Rosen,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Mark Schilling,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Malcolm Soule,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Chad Sprouse,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Katherine Stevenson,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Csaba Toth,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Ramin Vakilian,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Emmanuel Yomba,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Ali Zakeri,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/tenure-track-faculty
Nathan Agassi,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Syuzanna Aghazaryan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Yelena Aladadyan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
John Asatryan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Helen Atniel,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Larbi Azzaz,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Ingrid Barbullushi,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
David Berkowitz,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Alexander Bojkov,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Michael Button,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Jesus Carbonell,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Jim Castro,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Razvan Ciuca,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Debao Chen,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Gregory Cover,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Michael Crosswhite,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Douraid Daly,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Richard Fine,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Otilia Gonzales,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Paul Graves,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Alison Green,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Siranush Grigoryan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Beverly Gunderson,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Andranik Hakobyan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Greg Imhoff,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Theodora Jaime,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Mark Jankins,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Asawari Kelkar,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Khanik Kerobyan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Nazimuddin Khawaja,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Sungjin Kim,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Eloy Lopez,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Mariya Makaryan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Mario Martinez,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Tigran Mkrtchyan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Zorayr Nalbandyan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Andrea Nemeth,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Ola Nusierat,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Bozena Onzol,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Susanna Papisyan,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Cord Perillo,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Sevana Petrosians,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Sheida Rahmani,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Melody Rashidian,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Hamid Ravanbakhsh,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Claudia Reyes,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Mohamad Riasati,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Tony Rowe,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Arash Salehi,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Henrik Sarkssian,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Ellis Shamash,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Michael Silva,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Maria So,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Edouard Tchertchian,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Mark Valbuena,Science and Math,Department of Mathematics,https://www.csun.edu/science-mathematics/mathematics/lecturers
Edith Chen,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/faculty
Tomo Hattori,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/faculty
Clement Lai,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/faculty
Khanum Shaikh,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/faculty
Eunai Shrake,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/faculty
Teresa Williams-Le�n,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/faculty
Allan Aquino,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Kelly Fong,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Margeaux Gamboa-Wong,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Phillip Hutchison,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Song Kim,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Daehwan Lee,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Doyoung Lee,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Sung Ohm,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Glenn Omatsu,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
David Song,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Derek A. Tang,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Maria Turnmeyer,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Laura Uba,College of Humanities,Department of Asian American Studies,https://www.csun.edu/humanities/asian-american-studies/lecturers
Rodolfo Acu�a,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Jos� Amaro,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Guillermo Avil�s-Rodriguez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Gabriel Buelna,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Lucila Chavez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Nancy Cheeks,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Jaime Cruz,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Mar�a Elena Cruz,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Mar�a Elena Fernandez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Mildred Fuentes-Chung,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Antonio Gallo,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Harry Gamboa,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Omar Gonzalez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Carlos Guerrero,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Carlos Hernandez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Xilomen Herrera,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Xocoyotzin Herrera,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Mario Lopez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Oscar Marti,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Gerard Meraz,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Norma Perez-Villanueva,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Alex Placencio,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Gerald Resendez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Herman Rodriguez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Mayth� Ruffino,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Everto Ruiz,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
George Sanchez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Tony Sandoval,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Jesse Valadez,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Vilma Villela,College of Humanities,Department of Chicano Studies,https://www.csun.edu/humanities/chicana-chicano-studies/lecturers
Sumaya Bezrati,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Hasmig Baran,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Vahram Shemmassian,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Junliang Huang,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Paul M. McDermott,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Tim Watson,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Junliang Huang,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Drake Langford,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Tim Watson,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Ahmed Bouguarche,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Ludmila Posner,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Mira Rosenthal,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Patrizia Miller,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Alessia Weisberg,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Junliang Huang,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Drake Langford,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Wendy Snyder,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Kanzo Takemori,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Sung Yoon,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Homa Esfarjani,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Dina Mokhnatkin,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Gabriela Aprato,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Adriana Benvenuto,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Adrian Collado,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Edith Dimo,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Jacqueline Loza,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Kenneth Luna,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Ethan Margolis,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Axel Montepeque,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
David Pardess,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Pamela P�rez,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Adri�n P�rez-Boluda,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Ernesto Rojas-Torres,College of Humanities,Department of Modern and Classical Languages and Literatures,https://www.csun.edu/humanities/modern-classical-languages-literatures/faculty-staff
Xochitl Alvizo,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Amanda Baugh,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Phyllis Herman,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Linda Lam-Easton,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Kenneth Lee,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Jody Myers,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Mutombo Nkulu-N Sengha,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Mustafa Ruzgar,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
Rick Talbott,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
An Yountae,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/faculty
James Goss,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/emeritus-faculty
Thomas T. Love,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/emeritus-faculty
Mokusen Miyuki,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/emeritus-faculty
F. Patrick Nichelson,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/emeritus-faculty
Robert D. Shofner,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/emeritus-faculty
Richard Assad,College of Humanities,Department of Religious Studies,https://www.csun.edu/humanities/religious-studies/lecturers
